,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,id_flag,host_id_flag,neighbourhood_flag,latitude_flag,longitude_flag,minimum_nights_flag,number_of_reviews_flag,last_review_flag,room_type_flag
4033,721832552544063012,Newly 4 BDR|1BA Irving Park FREE str Park &600MBPS,211029191,Daniel,,Irving Park,41.95529,-87.71111,Entire home/apt,181.0,2,5,2022-11-25,1.88,4,275,5,R22000071614,0,0,0,0,0,0,0,0,0
4034,721913745405730446,"Pilsen 3 Bed, 1 Bath Apt. with Laundry and Parking",18978285,Samantha,,Lower West Side,41.85685,-87.64994,Entire home/apt,83.0,32,0,,,1,365,0,,0,0,0,0,0,0,0,2,0
4035,722359968132632044,"UChicago, Shops + Eats, Lake | Gym + W&D | Zencity",47172572,Zencity,,Hyde Park,41.80225,-87.58408,Entire home/apt,84.0,1,3,2022-11-13,1.1,61,346,3,R22000079715,0,0,0,0,0,0,0,0,0
4036,722377812602020518,Stylish Corner 2BR in the Loop | City & Lake Views,126179580,Staywell,,Loop,41.87792,-87.62843,Entire home/apt,233.0,2,7,2022-12-09,3.56,21,136,7,R22000077400,0,0,0,0,0,0,0,0,0
4037,722392209236655356,Cheerful 1-bedroom with connected private bathroom,480727298,Kelsey,,Logan Square,41.93065,-87.72212,Private room,77.0,1,4,2022-12-11,1.64,1,336,4,R22000089343,0,0,0,0,0,0,0,0,0
4038,722450361673837045,Bohemian Enclave- Short Walk to McCormick/Wintrust,148863589,Alexus,,Near South Side,41.85473,-87.62202,Entire home/apt,132.0,2,3,2022-11-04,1.36,6,356,3,R22000086808,0,2,0,0,0,0,0,0,0
4039,722536167234313103,Hidden East Village Gem,169297663,William,,West Town,41.8974,-8766732.0,Apartment,101.0,1,6,2022-11-22,2.65,21,342,6,R22000087949,0,0,0,0,1,0,0,0,1
4040,723045376830067184,Bronzeville Getaway *15 Minute Drive to Downtown*,454048857,Kc,,Grand Boulevard,41.81512,-87.60917,Entire home/apt,120.0,2,4,2022-11-23,1.79,4,359,4,R22000089473,0,0,0,0,0,0,0,0,0
4041,723055137391647718,Specious 2 Story Loft,9955656,Emrah,,West Town,41.90341,-87.66312,Entire home/apt,226.0,2,3,2022-11-06,1.25,1,358,3,R22000090282,0,0,0,0,0,0,0,0,0
4042,723075296687659628,Explore Northside from Modern Studio Apartment,228485415,Syed,,West Ridge,41.99833,-87.69287,Apartment,76.0,1,3,2022-11-13,1.15,7,365,3,R21000060516,0,0,0,0,0,0,0,0,1
4043,723168773638863206,23rd Pl Rm 2U,21891111,Ming,,Lower West Side,41.85027,-87.68469,Private room,36.0,5,1,2022-10-13,0.43,7,359,1,R22000081054,0,0,0,0,0,0,0,0,0
4044,723183973691460721,23rd Pl Rm 3U,21891111,Ming,,Lower West Side,41.85063,-87.68318,Private room,40.0,32,1,2022-12-01,1.0,7,354,1,R22000081054,0,0,0,0,0,0,0,0,0
4045,723713873017273040,Lovely 2-bedroom rental unit with parking,30482715,Sean,,Humboldt Park,41.90822,-87.73016,Entire home/apt,198.0,3,1,2022-10-15,0.45,4,119,1,R21000069804,0,0,0,0,0,0,0,0,0
4046,724067452254070231,"Clean cozy and very safe area, Free street parking",481029308,Bertha,,Irving Park,41.9569459,-87.7193868,Entire home/apt,125.0,2,4,2022-11-13,1.64,1,358,4,R22000086129,0,0,0,0,0,0,0,0,0
4047,724096925362545796,23rd Pl 4U LT,21891111,Ming,,Lower West Side,41.85023,-87.68355,Private room,42.0,32,0,,,7,290,0,R22000081054,0,0,0,0,0,0,0,2,0
4048,724247114871268761,Fast Wi-Fi/Room with TV/Free Pkng/Monthly Stay/1C,186115134,Djamila,,Uptown,41.96718,-87.6678,Private room,69.0,32,0,,,36,81,0,,0,0,0,0,0,0,0,2,0
4049,724451633415618342,"Loop 1BR w/ gym, pool & lounge, 1 block from L",107434423,Blueground,,Loop,41.8860812,-87.63422229999998,Entire home/apt,152.0,32,0,,,639,321,0,,0,0,0,0,0,0,0,2,0
4050,724505321596592006,Loyola University | Cosy Apartment,104315495,GabD,,Edgewater,41.99758,-87.65732,Entire home/apt,69.0,1,6,2022-12-13,2.81,3,305,6,R21000060742,0,1,0,0,0,0,0,0,0
4051,724654441154176614,Cozy & Spacious Sunny 2 bedroom apartment.,31450317,Sonny,,Irving Park,41.94845,-87.70958,Entire home/apt,112.0,1,1,2022-12-17,1.0,1,341,1,R22000092517,0,0,0,0,0,0,0,0,0
4052,724727496883299549,"Luxe Highrise | Downtown Chicago, Fast Wi-Fi, Gym",405828111,Antonio,,Loop,41.88565,-87.63256,Entire home/apt,160.0,32,0,,,1,339,0,,0,0,0,0,0,0,0,2,0
4053,725235573340683480,"two-bedroom, two-bathroom in restored craftsman",481255498,Larry,,Humboldt Park,41.91054,-87.70634,Apartment,96.0,3,6,2022-11-28,2.5,1,11,6,R22000086776,0,0,0,0,0,0,0,0,1
4054,725263289206118497,Modern Rehabbed 2 Bedroom in Ukrainian Village,429001190,Patty,,West Town,41.89679,-87.68234,Entire home/apt,96.0,32,0,,,2,80,0,,0,0,0,0,0,0,0,2,0
4055,725269862815514827,The Perfect Chicago Artist Apartment!,69264508,Joshua,,Edgewater,41.97761,-87.6547,Entire home/apt,200.0,2,1,2022-10-16,0.45,1,174,1,R22000089589,0,0,0,0,0,0,0,0,0
4056,725351716201609614,Steps to Wrigley Field | Fast Wi-Fi | Disney+,436585929,Atithi Stays,,Uptown,41.95475,-87.65473,Entire home/apt,126.0,2,9,2022-12-18,3.38,4,179,9,R22000089599,0,0,0,0,0,0,0,0,0
4057,725428843001466241,Lovely 3 bedroom unit with very high ceilings.,481300835,Reginald,,Grand Boulevard,41.81832,-87.61986,Apartment,118.0,2,1,2022-11-07,0.68,1,355,1,R22000090541,0,0,0,0,0,0,0,0,1
4058,725772837992951461,"Loop 1BR w/ gym, pool & lounge, 1 block from L",107434423,Blueground,,Loop,41.8860812,-87.63422229999998,Entire home/apt,150.0,32,0,,,639,281,0,,0,0,0,0,0,0,0,2,0
4059,725985607056362100,NEW! Elegant Chicago Retreat w/ Spacious Balcony!,121719854,Evolve,,West Town,41.89593,-87.66383,Entire home/apt,135.0,2,0,,,24,360,0,R19000046119,0,2,0,0,0,0,0,2,0
4060,726114534395366449,Beautiful 2BR Downtown loft/apt w Incredible view,55331519,RSan,,Near South Side,41.86556,-87.62688,Entire home/apt,181.0,1,5,2022-11-20,2.21,3,71,5,R21000073676,0,1,0,0,0,0,0,0,0
4061,726205745099066764,2BD luxury high-rise apt Downtown Chicago by C9,248760412,Cloud9,,Loop,41.88192,-87.63136,Entire home/apt,344.0,2,4,2022-11-27,1.67,40,361,4,R22000085442,0,0,0,0,0,0,0,0,0
4062,726211199290166937,"Lovely 1-bed, Free street parking/close to city",69532286,Edita,,Bridgeport,41.8445,-87.64087,Entire home/apt,49.0,1,4,2022-12-15,1.5,1,68,4,R21000071516,0,0,0,0,0,0,0,0,0
4063,726530927765581454,"The Mcgees, 2 Bedroom Apartment at Chicago",467742874,Wong,,West Town,41.90258,-87.69511,Entire home/apt,800.0,1,0,,,1,78,0,R21000064268,0,0,0,0,0,0,0,2,0
4064,726651059701206290,Chinatown 2-bedroom unit with free street parking,136673636,Weihong,,Bridgeport,41.84376,-87.64025,Apartment,96.0,2,8,2022-11-14,3.12,2,223,8,R22000087946,0,0,0,0,0,0,0,0,1
4065,726791551482091114,5 bedroom home w/Stunning Decor and GameRoom!,480194715,Erjk,,Chatham,41.74568,-87.61009,Entire home/apt,499.0,32,0,,,8,90,0,R19000088100,0,2,0,0,0,0,0,2,0
4066,726832292663822921,3 Bedroom w/GameRoom near Lake (4 beds)!,480194715,Erik,,South Deering,41.71366,-87.56273,Entire home/apt,499.0,32,0,,,8,90,0,R19000058100,0,2,0,0,0,0,0,2,0
4067,726838584583298182,Stylish 4-Bedroom Bld| 20 Min Drive to S. Loop,41084854,Nancy,,South Lawndale,41.8438,-87.70924,Entire home/apt,614.0,3,0,,,5,331,0,R18000026633,0,0,0,0,0,0,0,2,0
4068,727147879640855163,Cozy private room 10 mins from downtown Chicago,478709288,Marquis,,South Lawndale,41.8527,-87.69522,Private room,43.0,30,1,2022-11-06,0.67,3,358,1,R22000090393,0,0,0,0,0,0,0,0,0
4069,727270203481266850,"S. Loop 1BR w/ pool, gym & spa, nr Grant Park",107434423,Blueground,,Near South Side,41.8670646,-87.6231114,Entire home/apt,163.0,32,0,,,639,321,0,,0,0,0,0,0,0,0,2,0
4070,727271242354096364,"South Loop 2BR w/ pool, bbq & gym, nr Grant Park",107434423,Blueground,,Near South Side,41.8670646,-87.6231114,Entire home/apt,216.0,32,0,,,639,308,0,,0,0,0,0,0,0,0,2,0
4071,727272726697238593,"South Loop Studio w/ pool, bbq & gym nr Grant Park",107434423,Blueground,,Near South Side,41.86648452657307,-87.62392189656366,Apartment,145.0,32,0,,,639,238,0,,0,0,0,0,0,0,0,2,1
4072,727780301866909100,Andersonville 2 bed with modern kitchen + bath,217689,Michael,,Edgewater,41.97986,-87.66606,Apartment,181.0,2,10,2022-12-18,4.69,1,0,10,R22000085898,0,0,0,0,0,0,0,0,1
4073,727780301866909100,Andersonville 2 bed with modern kitchen + bath,217689,Michael,,Edgewater,41.97986,-87.66606,Apartment,181.0,2,10,2022-12-18,4.69,1,0,10,R22000085898,1,0,0,0,0,0,0,0,1
4074,728149838673154617,4 Bedroom apartment for rent in Roseland,427408682,Aswah,,Roseland,41.68619,-87.62877,Entire home/apt,33.0,33,0,,,2,365,0,,0,2,0,0,0,0,0,2,0
4075,728357819036927451,Private house wonderful place 2 B!,481796327,Eli,,West Town,41.8959,-87.67514,Entire home/apt,204.0,2,0,,,1,324,0,R21000071603,0,0,0,0,0,0,0,2,0
4076,728496714177669085,Spacious/Cozy/Comfy 3BR|1BA APT in Irving Park,422733917,Warrah,,Irving Park,41.9480515,-877179736.0,Entire home/apt,186.0,1,4,2022-11-25,1.64,2,172,4,R22000089472,0,0,0,0,1,0,0,0,0
4077,729076742967757802,Entire 1-Bedroom Apt by Chinatown,136673636,Weihong,,Bridgeport,41.84388,-87.64062,Entire home/apt,65.0,1,7,2022-12-05,2.76,2,68,7,R21000075820,0,0,0,0,0,0,0,0,0
4078,729255371659272805,Vibrant 2 Bdr Pilsen Gem Mins Frm Downtown Chicago,206024355,Yvegke,,Lower West Side,41.85905,-87.65863,Entire home/apt,84.0,2,3,2022-10-30,1.36,3,358,3,R22000076650,0,2,0,0,0,0,0,0,0
4079,729421891567680274,"Loop 1BR w/ gym, pool & lounge, 1 block from L",107434423,Blueground,,Loop,41.8860812,-87.63422229999998,Entire home/apt,177.0,32,0,,,639,139,0,,0,0,0,0,0,0,0,2,0
4080,729627718138861378,"Luxe Condo In DT Chicago w/ Fast Wi-fi, Pool, Gym",481526525,Paul,,Loop,41.87332,-87.6331,Entire home/apt,80.0,32,0,,,1,224,0,,0,0,0,0,0,0,0,2,0
4081,729686464194543570,"Wicker Parks, Designers Dream, on-trend 2 Bdrm",30435360,Jen,,West Town,41.9080251,-87.6886885,Entire home/apt,185.0,2,3,2022-11-20,1.36,2,351,3,R22000089812,0,0,0,0,0,0,0,0,0
4082,729734605209401617,2Private bedroom Near Downtown McCormick CTA,431625764,Sweet Home Of Chicago,,Bridgeport,41.83938,-87.66016,Private room,45.0,1,1,2022-10-18,0.47,6,365,1,R21000063936,0,2,0,0,0,0,0,0,0
4083,729741831628583054,1 Private bedroom Near Downtown McCormick CTA,431625764,Sweet Home Of Chicago,,Bridgeport,41.83948,-8766015.0,Private room,39.0,1,1,2022-10-10,0.42,6,365,1,R21000063936,0,2,0,0,1,0,0,0,0
4084,730295621370147216,"Loop studio w/ lounge & roof, nr Riverwalk",107434423,Blueground,,Loop,41.885569,-87.63473669999996,Entire home/apt,158.0,32,0,,,639,282,0,,0,0,0,0,0,0,0,2,0
4085,730483564744840487,Cozy 2bedroom 1 living room & 1 bath close to CSU,470480353,Febi,,Chatham,41.72825,-87.60323,Entire home/apt,70.0,3,7,2022-12-13,5.38,1,352,7,R22000092401,0,0,0,0,0,0,0,0,0
4086,730492477503214237,"Garage Parking, Pet Friendly with Laundry",62373872,Tara,,Irving Park,41.94813,-8770458.0,Entire home/apt,64.0,33,0,,,2,268,0,,0,0,0,0,1,0,0,2,0
4087,730796626387503742,"Pilsen 1 bedroom Spacious apartment, in a fun area",382098370,Ivy,,Lower West Side,41.85717,-87.6551,Apartment,70.0,32,1,2022-11-26,1.0,5,168,1,,0,0,0,0,0,0,0,0,1
4088,731106751133261984,Private Bedroom in Pilsen Chicago for 2,150199112,Alondra,,Lower West Side,41.85135,-87.6789,Private room,90.0,1,4,2022-11-21,1.69,2,310,4,R21000074333,0,0,0,0,0,0,0,0,0
4089,731339302924769871,3 Private bedroom near Downtown McCormick CTA,431625764,SweeD HomekOfyChica D,,Bridgeport,41.83918,-87.65961,Private room,56.0,1,2,2022-11-27,0.82,6,365,2,R21000063936,0,2,0,0,0,0,0,0,0
4090,731425353851120932,The Holiday House near the beach,26439913,Diane,,Rogers Park,4200531507010429.0,-87.65878658741713,Entire home/apt,168.0,1,5,2022-12-18,3.41,2,311,5,R22000089746,0,0,0,1,0,0,0,0,0
4091,731642022392703093,"South Loop 2BR w/ gym & roof, nr Grant park",107434423,Blueground,,Near South Side,41.8634989,-87.62704269999999,Entire home/apt,194.0,32,0,,,639,345,0,,0,0,0,0,0,0,0,2,0
4092,731757196133700686,Lovely two bedroom condo in the hip Bucktown Area,60078863,Matthew,,West Town,41.91175,-87.69277,Entire home/apt,100.0,2,1,2022-11-26,1.0,1,278,1,R22000092114,0,0,0,0,0,0,0,0,0
4093,731933058763745144,Charming & Rustic Cove by Lake Michigan & Downtown,157235585,Abia,,Edgewater,41.9961,-87.66903,Apartment,129.0,2,5,2022-12-04,3.95,4,76,5,2841372,0,0,0,0,0,0,0,0,1
4094,731948039191881972,2 BR/2BA condo near Wicker Park,16499771,Rishi,,West Town,41.9010531,-87663412.0,Entire home/apt,85.0,32,0,,,1,334,0,,0,0,0,0,1,0,0,2,0
4095,732421564433808343,31st Bridgeport 1F 2bed/1bath + Free Laundry,100782278,Chicago Furnished,,Bridgeport,41.83622,-87.65822,Apartment,412.0,32,1,2022-10-27,0.55,34,339,1,R22000077681,0,0,0,0,0,0,0,0,1
4096,732421621179595696,Pilsen 3F 1bed/1bath + Free Laundry +GreatLocation,100782278,Chicago Furnished,,Lower West Side,41.85543,-87.66141,Entire home/apt,79.0,32,0,,,34,300,0,,0,0,0,0,0,0,0,2,0
4097,732534355728530778,Entire Renovated Condo. Near Downtown. King Bed,482638635,Calvin,,Douglas,41.84219,-87.6167,Entire home/apt,59.0,2,6,2022-12-08,4.74,1,71,6,R22000091166,0,0,0,0,0,0,0,0,0
4098,732701752035637488,Freshly Renovated!Walk to Train!Next to expressway,198527414,Angelica,,Avondale,41.94042,-87.71661,Entire home/apt,130.0,1,0,,,5,358,0,R22000088409,0,0,0,0,0,0,0,2,0
4099,732836041929816106,Lovely Beachfront 2BR in Edgewater *FREE Parking*,406638602,BrighterDay,,Edgewater,41.9846,-87.65429,Entire home/apt,135.0,2,0,,,2,259,0,R22000091325,0,0,0,0,0,0,0,2,0
4100,733280380926817650,"Wicker Park Historic, Art-Filled, Urban Oasis #2",167746538,Ian,,West Town,41.9004622,-87.6648366,Entire home/apt,88.0,1,5,2022-11-30,2.24,2,359,5,R22000085209,0,0,0,0,0,0,0,0,0
4101,733526745375574371,Bucktown Loft,254898,Paul,,West Town,41.91022,-87.67451,Entire home/apt,120.0,32,0,,,1,194,0,,0,0,0,0,0,0,0,2,0
4102,733600260203332988,McCormick Place Spacious 3b/2b parking/sleeps 8,395498979,Milan,,Near South Side,41.85568,-87.62346,Entire home/apt,284.0,2,8,2022-12-04,4.07,56,356,8,2792126,0,2,0,0,0,0,0,0,0
4103,733942141340524041,cozy unit 10 mins from downtown,478709288,Marquis,,South Lawndale,41.8521426,-87.69502229999999,Entire home/apt,95.0,1,1,2022-11-27,1.0,3,229,1,R22000090393,0,0,0,0,0,0,0,0,0
4104,733966407303090422,Luxe Urban Retreat,169297663,William,,East Garfield Park,41.88234,-87.69532,Entire home/apt,274.0,3,6,2022-12-11,4.62,21,347,6,R22000087069,0,0,0,0,0,0,0,0,0
4105,734035064351747901,Spacious 4 Bedroom Condo,85981531,Adrian,,West Town,41.89919,-87.66353,Entire home/apt,342.0,2,11,2022-12-16,5.0,1,330,11,R22000084616,0,0,0,0,0,0,0,0,0
4106,734118322857858351,1 Private bed room  near beach,482923075,Md Bulbul,,Edgewater,41.9847475,-87.65560719999999,Private room,35.0,1,3,2022-12-16,3.0,1,195,3,R22000091713,0,0,0,0,0,0,0,0,0
4107,734330634840468452,Modern Rental 15min to downtown,209601164,Qui,,Chatham,41.74621,-87.63723,Entire home/apt,111.0,1,8,2022-12-05,3.58,1,364,8,R22000088959,0,0,0,0,0,0,0,0,0
4108,734409038608495913,The Cozy Bohemian,482971882,Leavitt,,West Town,41.90485,-8768248.0,Entire home/apt,929.0,1,2,2022-11-25,1.54,1,158,2,R21000076000,0,0,0,0,1,0,0,0,0
4109,734507878235163601,West Town 3br,107434423,Blueground,,West Town,41.89254160000001,-87.67650069999999,Entire home/apt,188.0,32,0,,,639,290,0,,0,0,0,0,0,0,0,2,0
4110,734508343348621586,"Lovely Loop 2BR w/ doorman & gym, nr Shops",107434423,Blueground,,Loop,41.8772287,-87.6290111,Entire home/apt,195.0,32,0,,,639,194,0,,0,0,0,0,0,0,0,2,0
4111,734620633868455428,31st Bridgeport 1R 2bed/1bath + Free Laundry,100782278,Chicago Furnished,,Bridgeport,41.83774,-87.65778,Entire home/apt,433.0,32,2,2022-11-22,1.03,34,339,2,R22000077689,0,0,0,0,0,0,0,0,0
4112,734630474622176782,Comfy LOFT across McCormick,148863589,Alexus,,Near South Side,41.85477,-87.62335,Apartment,164.0,32,0,,,6,15,0,,0,2,0,0,0,0,0,2,1
4113,734632363601545809,31st Bridgeport 2R 2bed/1bath + Free Laundry,100782278,Chicago Furnished,,Bridgeport,41.83637,-87.65743,Apartment,412.0,32,1,2022-10-28,0.56,34,339,1,R22000077681,0,0,0,0,0,0,0,0,1
4114,734815762552721189,Cozy private bedroom in work-friendly home,113396408,Noba,,Portage Park,41.94459,-87.76547,Private room,65.0,32,0,,,3,166,0,,0,2,0,0,0,0,0,2,0
4115,734851598384432592,VintageLoversEscape|Homey|Stylish1BR|CloseToBeach,96730613,Demitri,,Rogers Park,42.00759,-87.66827,Entire home/apt,70.0,2,1,2022-11-18,0.91,20,56,1,R22000091112,0,0,0,0,0,0,0,0,0
4116,734856118611594699,Chic|Comfy|Stylish| 2BD 2BA - Little India,96730613,Demitri,,West Ridge,42.00044,-8768989.0,Entire home/apt,91.0,2,1,2022-12-12,1.0,20,63,1,R22000091026,0,0,0,0,1,0,0,0,0
4117,734858193571009430,Gorgeous|Spacious|2BR|Close to Beach,96730613,Demitri,,Rogers Park,4201677.0,-87.66417,Apartment,83.0,2,4,2022-12-11,3.75,20,68,4,R22000091028,0,0,0,1,0,0,0,0,1
4118,734864587556619066,Comfy|Stylish 1Bd 1Ba - Portage Park,96730613,Demitri,,Portage Park,41.96111,-87.75419,Entire home/apt,86.0,1,0,,,20,90,0,R22000091031,0,0,0,0,0,0,0,2,0
4119,734866721750281735,Chic|Comfy|Renovated1Bd1Ba Perfect for Couples,96730613,Demitri,,Portage Park,41.95938,-87.75396,Apartment,88.0,2,1,2022-11-30,1.0,20,87,1,R22000091030,0,0,0,0,0,0,0,0,1
4120,734871188071815020,Lovely|Cozy|Homey|2 Bed|1 Bath|,96730613,Demitri,,Rogers Park,42.01228,-87.66681,Entire home/apt,76.0,2,3,2022-12-13,2.5,20,63,3,R22000091027,0,0,0,0,0,0,0,0,0
4121,734880914983224615,Close to Wicker Park | Hospital | Street Parking,436585929,Atithi Stays,,West Town,4190075.0,-87.68421,Apartment,152.0,2,3,2022-11-25,1.64,4,171,3,R22000089996,0,0,0,1,0,0,0,0,1
4122,734880914983224615,Close to Wicker Park | Hospital | Street Parking,436585929,Atithi Stays,,,4190075.0,,Apartment,152.0,2,3,2022-11-25,1.64,4,171,3,R22000089996,1,0,2,1,1,0,0,0,1
4123,734888896626640333,Elegant Bedroom Near UChicago,5915923,Meghan Anne,,Hyde Park,41.7984532,-87.6054399,Private room,60.0,1,4,2022-12-10,2.93,3,116,4,R21000073951,0,0,0,0,0,0,0,0,0
4124,734910571075793031,Cozy 1 bedroom to rent with patio,459453759,ChanSIa,,Douglas,41.84505,-87.62538,Private room,100.0,1,1,2022-10-17,0.46,2,365,1,R22000090213,0,1,0,0,0,0,0,0,0
4125,735349052958486160,31st Bridgeport 3F 2bed/1bath + Free Laundry,100782278,Chicago Furnished,,Bridgeport,41.83799,-87.65762,Entire home/apt,22.0,32,1,2022-11-19,0.94,34,363,1,R22000077682,0,0,0,0,0,0,0,0,0
4126,735355590284850737,31st Bridgeport 3R 2bed/1bath + Free Laundry,100782278,Chicago Furnished,,Bridgeport,41.83606,-87.65643,Apartment,22.0,32,2,2022-11-18,1.36,34,363,2,R22000077682,0,0,0,0,0,0,0,0,1
4127,735355590284850737,31st Bridgeport 3R 2bed/1bath + Free Laundry,100782278,Chicago Furnished,,Bridgeport,41.83606,-87.65643,Apartment,22.0,32,2,2022-11-18,1.36,34,363,2,R22000077682,1,0,0,0,0,0,0,0,1
4128,735454236879056566,*Elite Downtown Getaway Near Everything*,361968698,Amy,,Near South Side,41.86034,-87.62499,Entire home/apt,236.0,2,5,2022-12-01,2.68,3,287,5,R22000081773,0,0,0,0,0,0,0,0,0
4129,735557243206682305,"Modern Luxe Loop 2BR Condo Fast Wi-Fi, City View",483201459,Joshua,,Near South Side,41.86718,-87.62571,Entire home/apt,140.0,32,0,,,3,322,0,,0,0,0,0,0,0,0,2,0
4130,735574914788369317,"Beautiful entire 2 bedroom apt, free parking",113396408,Nora,,Portage Park,41.94417,-87.76393,Entire home/apt,100.0,32,0,,,3,164,0,,0,2,0,0,0,0,0,2,0
4131,735649773988074686,"Private bedroom, free parking, close to McCormick",40832200,Michael,,Douglas,41.83331,-87.61918,Private room,39.0,2,2,2022-11-30,1.0,6,178,2,R19000043783,0,0,0,0,0,0,0,0,0
4132,735658505514237677,"Lovely 1 Bedroom in Rogers Park, Chicago",59304384,Terilee,,Rogers Park,41.99984077476925,-87.66815353184938,Entire home/apt,110.0,2,2,2022-11-29,2.0,1,56,2,R22000091426,0,0,0,0,0,0,0,0,0
4133,735689911305234073,Fast Internet/Smart TV/Work Space/No cleaning fee,33683530,Jeffery,,West Town,41.90787,-87.66797,Entire home/apt,88.0,32,0,,,1,365,0,,0,0,0,0,0,0,0,2,0
4134,735772920647891785,Cozy Chicago apartment near McCormick Place,68291104,Sakina,,Near South Side,41.85469,-87.62565,Entire home/apt,164.0,1,5,2022-12-17,3.49,1,344,5,R22000092734,0,0,0,0,0,0,0,0,0
4135,735910472409450524,"South Loop 1BR w/ gym & pool, nr Grant park",107434423,Blueground,,Near South Side,41.86350729999999,-87.62375089999999,Entire home/apt,142.0,32,0,,,639,344,0,,0,0,0,0,0,0,0,2,0
4136,735912665129409829,"Loop 2br w/ gym & doorman, nr L",107434423,Blueground,,Loop,418772287.0,-87.6290111,Entire home/apt,179.0,32,0,,,639,232,0,,0,0,0,1,0,0,0,2,0
4137,736034164309302111,Luxurious One Bedroom Downtown Gem,382590084,Jae,,Near South Side,41.86275,-87.62595,Entire home/apt,164.0,1,6,2022-12-04,3.46,2,278,6,R22000088958,0,2,0,0,0,0,0,0,0
4138,736054780995720114,1. Large private room.,131628408,Pam,,East Side,41.70781,-87537.0,Private room,20.0,5,3,2022-11-17,2.05,5,64,3,R22000090508,0,0,0,0,1,0,0,0,0
4139,736111493639831691,1BR Downtown Chicago on Beautiful Resort,303719667,Dave,,Loop,41.87401,-87.63061,Private room,140.0,2,0,,,5,7,0,R12345678901,0,0,0,0,0,0,0,2,0
4140,736114549971355224,"NEW! Chicago Condo Near Beaches, Parks & Downtown!",121719854,Evolve,,Douglas,41.84559,-8762656.0,Entire home/apt,125.0,2,3,2022-11-17,1.38,24,129,3,R22000088996,0,2,0,0,1,0,0,0,0
4141,736125416961711806,1BR Downtown Chicago Printer Row on Lovely Resort,303719667,Dave,,Loop,41.87554,-87.62978,Private room,175.0,2,0,,,5,7,0,R12345678901,0,0,0,0,0,0,0,2,0
4142,736138115461733073,1BR Downtown Chicago Printers Row on Lovely Resort,303719667,Dave,,Loop,41.87595,-87.62918,Private room,399.0,2,0,,,5,7,0,R12345678901,0,0,0,0,0,0,0,2,0
4143,736365516347376534,Sunny & Spacious Logan Square Historic 2 Bedroom,32533958,Krisann,,Logan Square,41.92645,-87.72643,Entire home/apt,107.0,2,5,2022-12-17,2.59,1,250,5,R22000084207,0,0,0,0,0,0,0,0,0
4144,737004540213972225,"Steps from the Lake, Lovely 3-Bedroom Condo",25866487,Kate,,Edgewater,41.9950896,-87.6626404,Entire home/apt,226.0,2,2,2022-12-04,2.0,1,317,2,R22000090672,0,0,0,0,0,0,0,0,0
4145,737014095257706505,Incredible Bdrm In Unique Insect Museum w/Animals,198643172,Nina,,Avondale,41.9333289,-87.714925,Private room,49.0,1,5,2022-11-24,2.54,1,363,5,R22000090261,0,0,0,0,0,0,0,0,0
4146,737165965222970480,Luxury Stay near Downtown Chicago New bed,260588213,Zaine Lizandra,,Bridgeport,41.82765,-87.64787,Private room,35.0,1,3,2022-11-19,2.05,16,1,3,R22000077522,0,0,0,0,0,0,0,0,0
4147,737185061644187397,Luxury Stay near Downtown Chicago New Queen Bed,260588213,Zaine Lizandra,,Bridgeport,41.82695,-87.64766,Private room,38.0,1,8,2022-12-16,4.71,16,66,8,R22000077522,0,0,0,0,0,0,0,0,0
4148,737268758831939465,Attic Iriving Park,383780253,Joanna,,Irving Park,41.9601409,-87.7165112,Entire home/apt,100.0,1,0,,,2,359,0,R22000081049,0,0,0,0,0,0,0,2,0
4149,737412541519216538,South Loop 1br nr L & Grant Park,107434423,Blueground,,Loop,41.8676695,-87.62611919999999,Apartment,111.0,32,0,,,639,321,0,,0,0,0,0,0,0,0,2,1
4150,737412812214391363,South Loop 1br nr L & Grant Park,107434423,Blueground,,Loop,41.8676695,-87.62611919999999,Entire home/apt,112.0,32,0,,,639,321,0,,0,0,0,0,0,0,0,2,0
4151,737600228577337279,Brand New Modern 3BR/2BA in Heart of Westown,88547320,Laura,,West Town,41.8927214,-87.6572547,Entire home/apt,140.0,1,6,2022-12-04,4.0,4,260,6,R22000089110,0,0,0,0,0,0,0,0,0
4152,737700099124978382,10% Winter Promo! Portage Park Classic 1BR Apt,459616862,Shaun,,Portage Park,41.96142,-87.75777,Entire home/apt,45.0,1,3,2022-11-06,1.58,9,79,3,R22000093886,0,0,0,0,0,0,0,0,0
4153,737827317300733485,Private Garage+93 Walkscore+Restaurant Row+Laundry,51767459,Eva,,Logan Square,41.9142294,-87.70063859999999,Entire home/apt,177.0,3,4,2022-12-06,3.43,7,324,4,R22000091620,0,0,0,0,0,0,0,0,0
4154,738352828186135699,Prime location for 2 bd rental in Logan Square,21145191,Tena,,Logan Square,41.92656,-87.69956,Entire home/apt,80.0,32,0,,,1,50,0,,0,0,0,0,0,0,0,2,0
4155,738694323815423085,Modern+Bright+Cozy Attic! Near Train+Highways!,198527414,Angelica,,Irving Park,41.95405,-87.71612,Apartment,99.0,2,0,,,5,304,0,R22000076439,0,0,0,0,0,0,0,2,1
